#timestamp x y z q_x q_y q_z q_w
1674222195.50016 5.17385340211825e-05 0.00207939140169422 0.000717904673130602 -2.17328892503712e-05 -1.18658095633431e-06 -0.000144282646082847 0.999999989354398
1674222195.60017 0.000508684582113347 0.00266335706097002 -0.000901888932780139 -3.29468053922895e-05 7.29849388116216e-06 -2.61523911915475e-05 0.99999999908867
1674222195.70017 0.000289966596042197 0.0027645311547977 0.000797353348775084 -4.34767183025672e-05 -9.08430591470261e-06 -0.000117121529747217 0.99999999215494
1674222195.80018 0.000213823691210716 0.00306966808421631 0.00176469756356995 2.43122055516425e-06 -2.14020414596693e-05 -0.000178123078419565 0.999999983904163
1674222195.9003 -0.000171396688272876 0.00102566942702272 -0.000342281423720013 3.98566797727346e-07 5.92059389588418e-06 -0.000100934249186698 0.999999994888604
1674222196.00036 -2.51285569170872e-05 0.00350354789397759 0.000100482605558706 -3.70603562562748e-05 -2.09044649941839e-05 -0.000154343146638351 0.999999987183951
1674222196.10031 -0.00029413591794615 0.00528289923107221 0.00151725590666977 -0.000112501543021239 -3.09154804493057e-05 -0.000107401823160762 0.999999987426338
1674222196.20031 -0.000982235107309313 0.00413903918142734 0.00387265635092652 -1.53414361787326e-05 -6.24391659669783e-05 -0.00013255779497135 0.999999989147314
1674222196.30025 -0.00112362026320641 0.00340428441820647 0.00273792477284954 -3.23716699251781e-05 -5.72218333900736e-05 -5.92051394724397e-05 0.999999996086349
1674222196.40018 0.000330068024893283 0.00226939564213876 0.00146051533346436 1.29489022402461e-05 -1.08393775585307e-05 -0.000209749587975869 0.999999977860093
1674222196.50013 -0.000211579583750441 0.00218293168051003 0.0014498706517544 -4.36023722549431e-05 -1.14326230960485e-05 -8.73894640469755e-05 0.999999995165732
1674222196.60008 -0.000312243883806861 0.00332779915759638 0.00316261833084167 2.41251812514752e-07 -1.86872701645994e-05 -0.0001085167417645 0.999999993937562
1674222196.70003 -0.000124672947760766 0.00182480220976625 0.00284040623762505 1.93710100501975e-05 -7.28933206993331e-06 -5.33664368890773e-05 0.999999998361966
1674222196.79998 -0.000204457787125412 0.00145785272777996 0.00325982679021676 6.14578796174896e-05 -1.32920665506212e-05 -0.000129752112607558 0.999999989605463
1674222196.90004 0.000176541917737398 0.00282628727627974 0.0023939253959456 8.63836167131731e-06 -1.22765227245699e-05 -0.000133967839285113 0.999999990913794
1674222197.00004 0.000389022290171416 0.00203087153388112 0.00132278571337206 8.48045461641513e-06 1.39040497241905e-05 -0.000115452058953211 0.999999993202952
1674222197.10005 -0.000326897674049492 0.00455792029553764 0.00302483228561048 -7.6889522212674e-05 -2.24078815601185e-05 -7.81880754599249e-05 0.999999993736432
1674222197.20005 -0.000290543581473104 0.00327260203796693 0.00520010021146444 3.96018577386279e-05 -1.99187423216751e-05 -0.000100282595304302 0.999999993989361
1674222197.3001 -0.000151087721354403 0.00228312506232476 0.00502198876678548 8.29045762637736e-05 -1.40722430446187e-05 -0.000106625616494745 0.999999990780091
1674222197.4002 -0.000258936201748273 0.00315677968346534 0.00131568843382133 -2.12340469668212e-06 -4.14646970444731e-05 -0.000183381208425064 0.999999982323957
1674222197.50015 -0.000252363343533433 0.00380781347827859 0.00300677461469372 -5.89218702578294e-05 -1.87703352218894e-05 -9.74528327542979e-05 0.999999993339635
1674222197.60004 7.2461695937429e-05 0.00341052331988704 0.000113792558415009 -6.86364068298654e-05 -1.28401835317427e-05 -0.000139570567228862 0.999999987822344
1674222197.7001 1.16004989586802e-05 0.00406803818095666 0.00134280200594429 -6.9871551602287e-05 -2.41293701828129e-05 -0.00018927226259762 0.999999979356125
1674222197.80011 -0.000277621643758064 0.00351204506022375 0.000364439897279613 -0.000238926954304979 -1.66339852297152e-05 -0.000119694584955527 0.999999964155482
1674222197.90011 -0.000279024911395641 0.00252623093917208 0.00123307179059682 -2.07452008235792e-05 -2.14416338076652e-05 -6.21365981032361e-05 0.999999997624745
1674222198.00012 -0.000177730350546138 0.00120425833369215 0.000622441436967873 9.26266787503427e-05 -0.000122528920347819 6.38392208014826e-06 0.999999988183393
1674222198.10012 0.000735180413548884 0.00361396441919602 -0.00655166585005872 8.99041892046231e-05 -0.000330075077438461 -0.000119365485344848 0.999999934360089
1674222198.20013 0.00114857235846105 0.00528244542125932 -0.0152419424679895 0.000166207550599508 -0.000709920348786154 0.000140860328999621 0.999999724273545
1674222198.30018 0.00275687658058488 0.0132510751782634 -0.02911668165098 -3.4602274822645e-05 -0.000649849493086924 3.96928313700628e-05 0.999999787461711
1674222198.40016 0.00311675740280879 0.0233717935858873 -0.0548616703697792 -0.000234788893865565 -0.000992199995107558 -0.000302609334653856 0.999999434420634
1674222198.50006 0.00353090571986549 0.033034820950995 -0.0908748948167448 -0.000616172641861158 -0.000595473224430687 -0.000143674801263922 0.999999622550467
1674222198.60001 0.006004968384296 0.0339697837641417 -0.154594440840085 -0.00108962830457255 -0.000679737449785792 -0.000365928135065872 0.999999108381789
1674222198.69996 0.00953704649973448 0.0154338005503841 -0.232839595512226 -0.00115443831948281 -0.000938664351731225 -0.000521125262059365 0.999998757304452
1674222198.80002 0.0120993964685395 0.0260799951435543 -0.292822502332155 -0.0016715746642936 -0.00120705568673733 -0.000617622579864839 0.999997683696114
1674222198.90002 0.0163895534405535 0.0238975983925163 -0.373207764623412 -0.00205205881529217 -0.00121929836062552 -0.00111158218252721 0.999996533369823
1674222199.00003 0.0196443937692366 0.0282901700738908 -0.464919301102786 -0.00277811469294435 -0.00144015818544325 -0.00181470967586491 0.999993457404783
1674222199.10014 0.0233043621274122 0.0428994364705072 -0.541028531616071 -0.00332533086838863 -0.00197117178518413 -0.00212738206018845 0.999990265403784
1674222199.20009 0.0257066778389313 0.0474387746337187 -0.611085182555548 -0.00349289434802945 -0.00220827701984618 -0.00222739616674079 0.999988980893425
1674222199.30025 0.0306499770519619 0.0433182478575275 -0.70039101633362 -0.00452567451227912 -0.00195265865508058 -0.00230349877551059 0.99998519953446
1674222199.40018 0.0340667370735255 0.0386829968638231 -0.792886723903682 -0.00508668337886128 -0.00199257501020485 -0.0032779046318125 0.999979705113248
1674222199.50019 0.0359730173943116 0.0646953566627973 -0.838710313854031 -0.00632386878155244 -0.00201465454235376 -0.00335197348754469 0.999972356680163
1674222199.60008 0.0384221599406605 0.0708152736304103 -0.87545075713643 -0.0065589175716662 -0.0017845375660955 -0.00340558147621804 0.999971098602722
1674222199.70014 0.0401069159139427 0.0775134419498349 -0.923033163796889 -0.00687110849798388 -0.00212722522970615 -0.00359151173174322 0.999967681389853
1674222199.80004 0.0420276851269338 0.059950581818591 -0.974649233449508 -0.00547018989353074 -0.0020506864841733 -0.00402638323023771 0.999974829655918
1674222199.9001 0.0457784592645389 0.0311027326965111 -1.00390657821535 -0.00263395980974129 -0.00157228276140027 -0.00411534952057037 0.999986826953597
1674222200.00011 0.0442917644868841 0.026047818620775 -1.036667427153 -0.00100008437144491 -0.00148861390688368 -0.00349513648439511 0.999992283910499
